 User Name ,Age,Account Balance ,Status
User_AB8475,59.0,1494.08,500
User_AB9707,63.0,2772.94,404
User_AB8756,39.0,1262.69,404
User_AB7875,33.0,4061.01,200
User_AB1428,48.0,4853.52,404
User_AB1584,25.0,1269.72,500
,,2359.65,404
User_AB8105,29.0,3078.16,200
,39.0,4660.94,200
User_AB5979,25.0,4266.25,404
User_AB9188,55.0,1660.91,500
User_AB9481,59.0,4836.26,404
User_AB8551,21.0,4596.06,200
User_AB3219,60.0,4139.86,404
User_AB3771,35.0,1074.49,404
User_AB3623,56.0,912.56,200
User_AB5950,20.0,3347.61,500
User_AB7620,,3472.99,500
User_AB7829,,153.26,200
User_AB7483,22.0,742.1,500
User_AB2899,41.0,3089.78,200
User_AB2378,32.0,1330.85,500
User_AB4573,59.0,653.44,500
,62.0,1233.27,404
User_AB7059,46.0,765.42,500
User_AB4002,44.0,456.01,500
User_AB3704,46.0,1025.56,Error
User_AB8919,45.0,3598.41,404
User_AB1316,58.0,177.32,500
User_AB7864,35.0,3083.85,200
User_AB4962,51.0,4224.99,500
User_AB1551,45.0,2285.83,404
User_AB7420,43.0,4942.2,200
User_AB3668,44.0,3159.63,500
User_AB4083,54.0,1246.01,200
User_AB9877,20.0,727.84,Error
User_AB2649,43.0,2027.05,200
User_AB3988,60.0,4552.13,500
User_AB1772,35.0,4327.15,500
User_AB4276,24.0,4058.77,500
User_AB5634,22.0,2564.16,404
User_AB7830,39.0,760.85,200
User_AB5198,38.0,1422.1,500
User_AB5161,61.0,3201.69,200
User_AB3394,55.0,2912.42,404
User_AB3568,47.0,1409.6,200
User_AB2840,21.0,2055.58,200
User_AB8356,38.0,3290.17,200
User_AB7035,58.0,4057.29,200
User_AB7252,,970.68,404
User_AB8991,22.0,2282.66,200
User_AB7025,27.0,1110.67,200
User_AB4914,43.0,4375.04,500
User_AB2432,42.0,2597.69,500
,18.0,1899.25,500
User_AB7956,39.0,3723.83,500
User_AB1515,25.0,4617.5,200
User_AB9701,,1863.31,200
User_AB6203,29.0,2002.77,404
User_AB3998,44.0,1476.17,500
User_AB5472,30.0,3846.73,500
User_AB4606,24.0,4972.4,500
User_AB7032,51.0,1150.18,404
User_AB2012,23.0,2118.24,200
User_AB3833,40.0,267.35,200
User_AB5256,57.0,3278.81,500
User_AB2235,40.0,1779.91,200
User_AB5439,55.0,2067.26,404
,20.0,4052.66,404
User_AB2161,41.0,1393.27,404
User_AB5808,29.0,4784.69,404
User_AB2704,29.0,3922.94,500
User_AB9060,46.0,3090.99,500
User_AB8374,39.0,2563.39,500
User_AB8121,20.0,3869.32,404
,29.0,1476.71,200
User_AB7702,65.0,1751.88,500
,44.0,4313.25,404
User_AB2218,58.0,2767.83,500
User_AB6332,61.0,2245.68,500
,43.0,3267.72,404
User_AB7801,22.0,1578.07,500
User_AB4185,51.0,2581.65,404
User_AB9571,43.0,3654.02,404
User_AB3148,25.0,3432.78,500
User_AB9017,53.0,3525.48,500
User_AB6563,39.0,837.06,200
User_AB2583,50.0,254.93,404
User_AB1878,22.0,3336.62,404
User_AB8844,65.0,3126.14,404
User_AB4201,50.0,4163.71,404
User_AB5173,41.0,1352.46,200
,,817.62,404
User_AB2058,34.0,2624.68,404
User_AB7215,56.0,3071.74,500
User_AB6648,20.0,725.18,200
User_AB6226,55.0,509.67,404
User_AB2544,57.0,3339.94,200
User_AB4046,,1604.78,200
User_AB9293,53.0,2220.37,500
User_AB3140,64.0,3854.22,404
User_AB2179,65.0,3065.63,200
User_AB2455,62.0,3090.35,500
User_AB1761,42.0,2745.97,404
User_AB6452,57.0,3979.01,500
User_AB3665,61.0,543.1,Pending
User_AB4338,26.0,4664.85,404
User_AB6465,46.0,517.24,404
User_AB9367,34.0,2521.37,404
User_AB6457,,1284.97,500
User_AB2696,20.0,3107.32,500
User_AB5097,28.0,2620.18,404
User_AB7040,38.0,4933.95,500
User_AB8058,23.0,3721.9,404
User_AB5181,35.0,3311.29,200
User_AB2034,29.0,3833.56,500
,53.0,977.55,200
User_AB6475,36.0,2768.66,500
User_AB7020,31.0,1587.48,404
User_AB7425,48.0,2619.97,Error
User_AB8198,30.0,1593.57,OK
User_AB1246,,2818.38,200
User_AB6833,44.0,581.41,404
User_AB2934,38.0,908.69,200
User_AB9329,46.0,2316.55,404
User_AB5294,21.0,751.84,404
User_AB6942,44.0,2473.63,200
User_AB3129,21.0,3359.04,404
User_AB4451,62.0,802.92,404
User_AB6555,43.0,1889.2,500
User_AB3468,24.0,1819.03,500
User_AB7515,33.0,609.47,500
User_AB9950,35.0,4117.92,500
User_AB2724,59.0,1257.53,500
User_AB5142,23.0,385.32,500
User_AB5939,56.0,699.81,200
User_AB9247,40.0,1988.97,OK
User_AB1618,65.0,4893.95,500
User_AB3188,28.0,2254.36,404
User_AB3128,57.0,2650.16,500
User_AB5664,45.0,4004.66,200
User_AB4829,,2233.8,404
User_AB7088,28.0,1868.89,200
User_AB4730,30.0,296.13,200
User_AB8217,55.0,3778.38,200
User_AB9365,25.0,3226.96,200
User_AB6502,39.0,273.56,200
User_AB7477,32.0,1036.2,500
User_AB9653,26.0,4058.2,500
User_AB1841,54.0,4633.38,200
User_AB8552,34.0,915.67,Error
User_AB4584,19.0,171.84,500
User_AB3359,47.0,4676.05,200
User_AB2844,32.0,1539.4,200
User_AB1270,38.0,3539.76,Pending
User_AB8342,54.0,3900.15,404
User_AB9786,26.0,2184.95,404
User_AB4456,,1524.84,404
User_AB4584,31.0,186.83,500
User_AB7666,37.0,1385.84,500
User_AB8505,56.0,4687.74,200
User_AB1979,41.0,862.46,500
User_AB2059,36.0,2149.77,500
User_AB7849,38.0,368.71,404
User_AB9467,20.0,1705.7,200
User_AB5682,30.0,4153.86,200
User_AB8523,61.0,2510.48,200
User_AB8758,34.0,1992.37,500
User_AB5477,29.0,2743.46,200
User_AB3898,,3868.42,404
User_AB5503,,4107.87,200
User_AB5815,29.0,985.25,404
User_AB3523,30.0,3037.45,404
User_AB2233,21.0,2625.0,OK
User_AB9319,60.0,4314.97,Error
User_AB1293,58.0,4417.54,404
User_AB4813,22.0,715.71,500
User_AB1899,51.0,3955.43,200
User_AB3767,23.0,2175.2,404
User_AB8075,60.0,4149.93,500
User_AB4008,31.0,502.04,404
User_AB3956,,2850.75,404
User_AB8816,31.0,2452.25,500
User_AB3034,20.0,4992.04,404
User_AB1389,22.0,1654.45,200
User_AB3535,58.0,3444.09,404
User_AB2004,18.0,3382.05,500
User_AB4091,35.0,465.08,200
User_AB6543,,1076.95,200
User_AB1085,53.0,1678.95,Pending
User_AB1401,48.0,2692.86,200
,21.0,1746.93,200
User_AB8392,51.0,232.04,404
User_AB7808,49.0,4055.61,200
User_AB9256,42.0,2734.18,OK
User_AB5862,31.0,2566.3,200
User_AB8783,50.0,1983.41,OK
User_AB1871,53.0,445.26,404
User_AB9455,28.0,4625.65,404
User_AB8251,32.0,2879.03,404
User_AB6188,41.0,4483.67,200
User_AB1119,58.0,345.46,200
User_AB7626,33.0,2456.34,404
User_AB3653,,4295.94,200
User_AB9608,,3266.21,200
User_AB3091,53.0,1193.03,200
User_AB1644,24.0,3931.39,500
User_AB5886,,4860.98,200
User_AB7100,18.0,2084.87,500
User_AB8951,26.0,2728.17,500
User_AB2883,39.0,3795.43,200
User_AB3707,32.0,2260.99,404
User_AB9277,30.0,1167.6,500
User_AB1603,35.0,1240.94,500
User_AB9571,57.0,2718.69,200
User_AB7814,63.0,2531.14,200
User_AB3182,31.0,4088.54,500
User_AB9175,43.0,3017.51,500
User_AB2217,65.0,956.04,200
User_AB1563,61.0,545.68,200
User_AB9214,21.0,4394.08,404
,59.0,3513.62,404
User_AB2979,64.0,2726.33,200
User_AB8235,44.0,3710.08,200
User_AB5378,57.0,3193.88,200
User_AB8143,18.0,966.3,404
User_AB2247,62.0,3734.82,500
User_AB2598,53.0,3516.12,500
User_AB1132,,2702.25,200
User_AB7169,51.0,617.54,500
User_AB8683,43.0,2331.08,200
User_AB9977,31.0,3163.75,404
User_AB3891,31.0,3277.09,404
User_AB1262,21.0,2983.0,500
User_AB5247,35.0,487.49,200
User_AB5067,39.0,987.81,200
User_AB8954,46.0,260.36,404
User_AB1414,32.0,4233.13,404
User_AB8157,52.0,2268.9,404
User_AB7295,25.0,258.73,200
User_AB4654,42.0,2282.96,500
User_AB7494,45.0,2292.34,404
User_AB6987,44.0,2645.27,200
User_AB6171,52.0,4772.14,404
User_AB9142,56.0,4685.5,200
User_AB5495,44.0,3376.39,404
User_AB1149,55.0,2054.46,500
User_AB1047,22.0,1567.94,404
,51.0,3917.79,500
User_AB3431,41.0,4333.89,200
User_AB7947,58.0,4351.73,200
User_AB8071,29.0,3840.85,200
User_AB3815,58.0,3237.92,500
User_AB7059,65.0,3082.93,Error
User_AB1287,,3062.99,404
User_AB9309,23.0,4284.72,404
User_AB5123,40.0,2226.2,404
User_AB7559,56.0,3594.22,404
User_AB9375,40.0,2452.2,200
User_AB1490,19.0,3912.56,500
User_AB6393,56.0,3362.56,404
User_AB3742,,4294.7,500
User_AB2477,41.0,3949.5,404
User_AB5746,,1800.08,200
User_AB4118,50.0,3881.79,200
User_AB7351,37.0,4783.42,200
User_AB6664,39.0,3985.85,200
User_AB1549,46.0,3966.05,500
User_AB4550,35.0,2242.87,500
User_AB9715,48.0,2793.37,500
User_AB4694,26.0,4977.8,200
User_AB7529,60.0,968.53,500
User_AB9439,43.0,2844.82,500
User_AB5120,,2334.05,404
User_AB8695,44.0,3798.33,500
User_AB1238,42.0,3441.61,500
User_AB4740,45.0,4777.71,200
User_AB6627,60.0,2101.35,500
User_AB5469,25.0,950.96,500
User_AB1697,38.0,2043.03,404
User_AB7524,54.0,2118.15,500
User_AB7836,20.0,1065.87,500
User_AB9418,39.0,188.39,500
User_AB3318,62.0,1782.78,200
User_AB1418,40.0,1017.02,500
User_AB8605,,3672.31,500
User_AB8829,64.0,2320.07,404
User_AB1135,44.0,4645.22,500
User_AB8150,40.0,681.33,500
User_AB7164,23.0,2906.51,500
User_AB1232,47.0,3072.07,200
User_AB7614,36.0,2515.19,404
User_AB8297,42.0,3340.18,500
User_AB2218,23.0,1546.89,404
User_AB3715,51.0,1496.46,200
User_AB4213,65.0,4300.69,200
User_AB3067,43.0,518.62,500
User_AB4753,27.0,4511.58,200
User_AB2850,31.0,2080.11,500
User_AB7493,,3477.13,200
User_AB7212,28.0,1678.19,404
User_AB2702,39.0,3026.22,404
User_AB5122,39.0,3061.13,200
User_AB7803,28.0,2174.96,200
User_AB7470,49.0,1035.41,200
,40.0,2787.03,500
User_AB7896,22.0,2959.26,500
User_AB7143,43.0,1035.98,500
User_AB2214,20.0,2822.68,500
,65.0,922.81,200
User_AB1731,39.0,3872.96,200
User_AB4447,63.0,4115.54,500
User_AB6759,,240.37,404
User_AB4851,41.0,4170.52,404
User_AB4513,65.0,3891.32,200
User_AB8687,54.0,633.6,404
User_AB1874,44.0,4996.43,404
User_AB5130,51.0,1865.7,404
User_AB8234,24.0,2158.51,200
User_AB1730,26.0,1571.94,404
User_AB8487,52.0,3800.91,200
User_AB9363,37.0,2763.92,200
User_AB3959,39.0,569.58,404
User_AB6185,39.0,4804.87,404
User_AB5508,47.0,4389.3,200
User_AB9707,39.0,919.8,500
User_AB6085,,958.42,500
User_AB2465,57.0,936.86,404
User_AB2061,30.0,445.91,500
User_AB2473,29.0,536.29,500
User_AB6629,,3970.19,500
User_AB1358,52.0,1768.26,200
,33.0,1571.49,200
User_AB2906,52.0,4323.51,500
User_AB6823,,1923.85,200
User_AB7317,48.0,1066.13,200
User_AB7676,41.0,3058.19,404
User_AB1109,30.0,2344.29,500
User_AB8332,19.0,317.94,500
User_AB1661,61.0,868.17,200
User_AB4062,29.0,3264.36,200
User_AB1336,21.0,1486.89,404
User_AB4683,60.0,1587.84,404
User_AB3118,51.0,3548.09,200
User_AB4214,60.0,731.97,404
User_AB3985,56.0,4629.29,200
User_AB3962,61.0,2573.72,500
User_AB2812,64.0,386.97,404
User_AB6221,63.0,1031.84,200
User_AB2740,,2736.52,200
User_AB6152,39.0,500.42,404
User_AB7968,26.0,3307.21,404
User_AB9973,20.0,4592.69,404
User_AB1204,20.0,1903.98,404
User_AB2009,59.0,4483.84,200
User_AB9648,30.0,2909.93,500
User_AB5963,37.0,2257.09,404
User_AB4101,37.0,854.75,200
User_AB6759,50.0,2069.35,200
User_AB6968,25.0,3885.13,500
User_AB2852,34.0,4887.66,404
User_AB6413,29.0,3497.71,404
User_AB6187,26.0,3574.09,200
User_AB8594,23.0,3508.56,500
,46.0,1095.16,200
User_AB1024,63.0,3506.71,200
User_AB6060,,4624.92,500
User_AB1578,54.0,1114.46,500
User_AB1537,46.0,4854.1,200
User_AB9019,35.0,2382.79,200
User_AB9827,41.0,537.11,500
User_AB4149,51.0,599.21,404
User_AB6227,52.0,1313.17,200
User_AB8432,29.0,2584.33,500
User_AB4910,,2793.52,404
User_AB4122,18.0,290.44,200
User_AB4291,35.0,4158.38,404
User_AB3256,35.0,4462.78,404
User_AB1946,40.0,3331.82,OK
User_AB1549,40.0,3188.64,404
User_AB7834,42.0,112.01,Pending
User_AB6705,65.0,163.49,500
,24.0,3046.18,404
User_AB9487,61.0,2615.95,404
User_AB4130,26.0,595.54,404
User_AB5056,65.0,1580.01,404
User_AB2837,47.0,748.7,404
User_AB4137,61.0,3744.7,200
User_AB3458,22.0,3814.35,200
User_AB1783,56.0,890.8,200
User_AB5435,35.0,3081.45,200
User_AB9143,21.0,2590.17,404
User_AB3784,60.0,1055.86,404
User_AB2018,27.0,4107.69,404
User_AB7259,28.0,928.78,404
User_AB5979,19.0,3422.83,200
User_AB2560,39.0,1741.72,200
User_AB7476,41.0,857.27,200
User_AB1702,65.0,1093.81,Error
User_AB9933,,1647.08,404
User_AB6216,33.0,3756.03,500
User_AB2116,62.0,515.28,404
User_AB8625,50.0,1208.23,500
User_AB6834,28.0,1075.69,404
User_AB6882,,3830.91,200
User_AB6777,29.0,978.85,500
User_AB6589,26.0,648.42,500
User_AB9934,28.0,3664.18,200
User_AB6611,59.0,4343.57,200
User_AB7288,64.0,4577.69,500
User_AB6683,43.0,4405.7,500
User_AB4316,27.0,3451.53,200
User_AB4523,29.0,3551.13,404
User_AB1418,42.0,2533.62,200
User_AB5534,25.0,1822.57,OK
User_AB1081,47.0,4222.63,Pending
User_AB6252,21.0,1706.65,500
User_AB3176,58.0,3291.0,404
User_AB3462,60.0,4368.29,200
User_AB9094,42.0,1840.11,404
User_AB4955,50.0,4092.71,404
User_AB9231,59.0,4132.87,200
User_AB2180,24.0,1456.06,404
User_AB5290,61.0,3236.89,500
User_AB1747,19.0,3900.3,404
User_AB6457,55.0,3135.23,200
User_AB1204,49.0,2774.3,500
User_AB8262,51.0,3794.26,404
User_AB7837,47.0,4538.87,200
User_AB1099,44.0,2831.63,200
User_AB5096,61.0,2260.54,500
User_AB1479,,4338.67,500
User_AB6656,65.0,3057.18,404
User_AB9907,39.0,3324.23,500
User_AB5283,56.0,2937.14,200
User_AB3508,49.0,160.75,500
User_AB3144,53.0,1702.06,404
User_AB7952,42.0,4459.39,200
User_AB2678,51.0,2146.41,500
User_AB7588,45.0,218.24,500
User_AB7293,58.0,3677.65,500
User_AB3978,,2512.97,500
,40.0,718.53,404
User_AB7698,,1333.81,500
User_AB3548,60.0,2670.19,404
User_AB6165,57.0,3495.76,200
User_AB6354,22.0,4376.1,500
User_AB1047,49.0,1938.95,500
User_AB4112,36.0,450.83,500
,41.0,3739.75,200
,22.0,405.4,200
,56.0,4822.03,200
User_AB7271,20.0,263.16,500
User_AB6523,32.0,3529.4,200
User_AB1257,,2717.73,500
User_AB5754,55.0,4499.17,500
User_AB2270,,4363.63,404
User_AB3535,65.0,237.22,500
User_AB8617,38.0,1991.06,404
User_AB8404,35.0,1447.1,500
User_AB1751,30.0,417.8,500
User_AB6348,42.0,4465.59,404
User_AB2078,45.0,4471.32,404
User_AB5654,19.0,2088.64,200
User_AB2009,26.0,3760.01,404
User_AB3919,41.0,980.26,404
,56.0,3460.59,500
User_AB8964,,496.2,200
User_AB9698,21.0,1554.15,OK
User_AB2366,40.0,4153.07,200
User_AB2748,21.0,129.9,Pending
User_AB7458,25.0,4935.48,404
User_AB3839,32.0,485.96,500
User_AB8349,61.0,3648.5,404
User_AB4950,51.0,3053.72,500
User_AB7843,,4530.04,404
User_AB1972,30.0,693.17,500
User_AB4810,40.0,2086.85,500
User_AB8387,62.0,2892.18,404
User_AB1934,42.0,2375.2,500
User_AB2663,40.0,2385.21,500
User_AB2092,47.0,1949.9,500
User_AB2356,25.0,4323.06,Pending
User_AB8146,,4435.16,404
User_AB8585,,3669.98,404
User_AB9443,39.0,3135.95,200
User_AB1771,,1385.6,200
User_AB6398,41.0,2046.9,500
User_AB1397,35.0,1715.42,500
User_AB8125,,1812.64,404
User_AB2473,33.0,3644.52,500
User_AB3955,29.0,2319.27,500
User_AB3479,21.0,2914.77,500
User_AB2703,39.0,3134.03,Pending
User_AB2769,46.0,3584.5,500
User_AB9270,61.0,1124.14,500
User_AB5104,33.0,3182.27,404
User_AB2296,34.0,1635.22,500
User_AB8961,45.0,1860.18,404
User_AB2708,40.0,2820.38,500
User_AB1940,,2547.02,404
User_AB2035,32.0,1054.38,200
User_AB5652,61.0,3758.35,404
User_AB5434,19.0,1586.48,Error
User_AB3815,19.0,1285.28,404
User_AB4207,36.0,361.63,Error
User_AB2436,33.0,3344.85,200
User_AB3689,45.0,893.97,200
User_AB3501,50.0,2796.52,500
User_AB7319,,4660.93,200
User_AB4245,19.0,4251.19,500
User_AB7133,24.0,2457.89,404
User_AB7081,25.0,1539.39,200
User_AB5157,,2721.99,200
User_AB1419,38.0,3737.74,200
User_AB6749,44.0,323.05,404
User_AB8496,43.0,4356.49,500
User_AB6240,49.0,4048.76,404
User_AB4161,56.0,1992.59,200
User_AB1481,57.0,3640.68,200
User_AB6955,,2414.2,200
User_AB5292,22.0,2405.58,404
User_AB7609,39.0,787.06,500
User_AB6761,18.0,2389.69,200
User_AB5565,62.0,1742.81,404
User_AB1464,61.0,2987.89,200
User_AB3665,19.0,984.7,500
User_AB2779,22.0,1725.57,500
User_AB9829,20.0,1505.8,500
User_AB2596,58.0,202.44,200
User_AB6167,39.0,1673.3,404
User_AB1233,43.0,2167.87,200
User_AB5343,22.0,2142.33,404
User_AB3230,52.0,1332.94,404
User_AB3498,35.0,4494.82,500
User_AB4882,36.0,4304.19,404
User_AB9382,38.0,4185.19,500
User_AB4562,44.0,1874.52,500
User_AB3713,39.0,2557.35,404
User_AB9187,,4072.46,404
User_AB3117,54.0,2757.05,200
User_AB5535,25.0,665.98,404
User_AB6707,30.0,1172.47,200
User_AB3434,60.0,2336.42,404
User_AB1185,45.0,1755.59,200
User_AB9474,63.0,3408.96,404
User_AB7690,37.0,4795.75,404
User_AB7821,32.0,2405.75,200
,57.0,4118.12,404
User_AB3059,58.0,2933.61,200
User_AB3534,42.0,1327.9,404
User_AB5193,36.0,3506.89,404
User_AB4994,41.0,540.12,404
User_AB7750,46.0,2213.5,500
User_AB4645,37.0,3567.65,404
User_AB4655,55.0,4370.46,404
User_AB8194,,4414.22,404
User_AB6900,53.0,902.86,404
User_AB8674,51.0,1565.72,500
User_AB8015,56.0,999.05,500
User_AB9177,56.0,3822.52,500
User_AB5516,58.0,4610.45,200
User_AB8890,21.0,4496.01,500
User_AB2164,,4426.9,500
User_AB4893,55.0,823.47,500
User_AB1777,51.0,2853.48,200
User_AB5620,36.0,1312.59,200
User_AB2093,53.0,2881.59,Pending
User_AB7542,22.0,2570.28,200
User_AB5251,24.0,4650.38,500
User_AB8506,61.0,3061.84,OK
User_AB9322,45.0,3264.77,Pending
User_AB4103,,3138.03,500
User_AB2779,26.0,2117.53,200
User_AB2828,37.0,3057.42,404
User_AB6176,44.0,2276.5,500
User_AB2664,38.0,4521.17,500
User_AB3940,48.0,1852.42,200
User_AB6278,,1430.68,500
User_AB8488,54.0,3962.85,200
User_AB3674,56.0,2203.53,500
User_AB8165,,731.69,200
User_AB6006,62.0,705.04,500
User_AB1876,38.0,2373.16,404
User_AB5038,,2497.38,404
User_AB2088,,518.99,500
User_AB8830,18.0,1410.99,200
User_AB9361,25.0,2764.76,200
User_AB8594,53.0,3139.96,404
User_AB3475,59.0,4358.26,404
User_AB3883,26.0,4665.23,500
User_AB3457,31.0,945.66,Pending
User_AB4417,47.0,3916.68,500
,55.0,667.65,404
User_AB3659,47.0,2147.68,500
User_AB5221,42.0,2848.08,404
User_AB7964,53.0,2336.11,500
User_AB1180,28.0,2977.98,500
User_AB4116,38.0,543.37,500
User_AB9904,19.0,1404.9,500
User_AB8197,25.0,1773.2,Pending
User_AB2403,30.0,4910.25,200
User_AB7265,62.0,1641.5,200
User_AB3938,,3716.34,500
User_AB5569,,1932.49,500
User_AB5021,59.0,1219.32,500
User_AB4220,39.0,1421.12,500
User_AB9180,43.0,896.9,200
User_AB1405,34.0,1584.06,500
User_AB6525,52.0,1759.74,404
User_AB3513,57.0,3594.63,500
User_AB2892,32.0,1396.66,404
User_AB8156,52.0,4021.34,500
User_AB1578,,3420.36,404
User_AB3571,58.0,2484.11,500
User_AB2847,43.0,1608.66,500
User_AB9009,64.0,2721.73,200
User_AB9655,,2151.7,404
User_AB9698,18.0,4000.07,404
User_AB4187,59.0,1711.42,404
User_AB7519,,288.41,OK
User_AB8183,30.0,997.54,500
User_AB6654,29.0,4692.93,404
User_AB5912,25.0,1742.05,500
User_AB7619,29.0,2929.05,404
,62.0,2553.75,500
User_AB8629,55.0,3254.62,200
User_AB1950,26.0,450.69,200
User_AB1499,47.0,2068.01,404
User_AB6495,41.0,2565.6,500
User_AB5026,,3376.23,404
User_AB8947,34.0,3563.14,500
User_AB5706,43.0,720.86,404
User_AB8976,26.0,3872.71,200
User_AB2600,34.0,3957.28,404
User_AB4612,40.0,4925.29,200
User_AB7372,26.0,2426.83,404
User_AB4383,,1645.76,500
User_AB5411,23.0,4860.44,200
User_AB4708,39.0,846.46,200
User_AB2730,53.0,3458.51,404
User_AB6882,19.0,789.57,Pending
User_AB1589,,1021.57,200
User_AB9165,29.0,1993.56,200
User_AB3516,52.0,659.43,200
User_AB7924,64.0,4922.5,200
User_AB5860,58.0,2184.08,200
User_AB4278,42.0,2923.0,404
User_AB1244,36.0,742.1,200
User_AB3565,55.0,4555.7,404
User_AB9169,35.0,4035.39,500
User_AB8881,21.0,1597.25,500
User_AB9470,56.0,2200.96,500
User_AB8965,20.0,1809.29,404
,58.0,1708.9,200
User_AB1766,59.0,1209.7,404
User_AB3109,28.0,3869.68,404
User_AB9227,47.0,4886.13,500
User_AB4482,37.0,2611.32,500
User_AB6251,42.0,1663.97,200
User_AB7749,50.0,2100.02,200
User_AB8457,41.0,4637.74,500
User_AB6954,22.0,4350.33,500
User_AB1785,55.0,4005.88,500
User_AB3700,25.0,4862.76,500
User_AB2684,64.0,2863.73,500
User_AB5696,38.0,2691.89,404
User_AB4361,25.0,4291.26,404
User_AB9382,25.0,3759.14,500
User_AB8510,48.0,4017.35,404
User_AB7626,47.0,3651.02,500
User_AB8474,32.0,1653.71,404
User_AB4817,43.0,3836.1,500
User_AB8738,19.0,4383.25,404
User_AB6640,21.0,3802.79,500
User_AB6592,64.0,1892.63,500
User_AB1430,56.0,1841.73,200
User_AB3853,42.0,3876.73,200
User_AB2255,58.0,2679.13,500
User_AB3250,32.0,3405.09,200
User_AB1025,52.0,3860.59,404
User_AB1758,62.0,1302.57,404
User_AB7728,31.0,4762.5,404
User_AB3893,45.0,3741.55,500
User_AB3764,48.0,2002.51,404
User_AB6870,38.0,2274.35,404
User_AB2462,18.0,3309.87,500
User_AB5312,31.0,1764.69,200
User_AB5359,30.0,864.61,404
User_AB3491,62.0,1031.77,200
User_AB4037,63.0,1623.44,OK
,30.0,2996.54,404
User_AB1044,18.0,2662.94,404
User_AB3633,45.0,4621.4,200
User_AB9638,42.0,2514.28,200
User_AB3806,50.0,3562.48,500
User_AB3346,22.0,1318.62,404
User_AB8077,29.0,1710.59,200
User_AB4299,52.0,3191.99,404
User_AB5628,52.0,3292.21,500
User_AB4486,25.0,3100.8,404
User_AB9923,34.0,1431.09,404
User_AB4969,39.0,2502.26,200
User_AB1763,53.0,1490.08,200
User_AB3743,50.0,4322.96,200
User_AB6255,64.0,190.78,404
User_AB6688,19.0,3163.64,500
User_AB8179,61.0,896.14,200
User_AB4211,50.0,4898.3,404
,47.0,2828.35,500
User_AB5410,41.0,4498.89,500
User_AB9493,47.0,235.6,200
,,3180.19,500
User_AB5685,32.0,4549.33,404
User_AB6117,43.0,3631.36,404
User_AB8118,53.0,1874.12,200
User_AB6812,39.0,1228.6,404
User_AB4975,42.0,2093.69,404
User_AB9068,39.0,1597.75,404
User_AB7058,,1240.35,500
User_AB5974,28.0,4352.22,500
User_AB5396,51.0,2027.72,200
User_AB8136,28.0,2933.24,Error
User_AB1920,24.0,2843.67,OK
User_AB4942,20.0,2943.28,404
User_AB4292,18.0,4592.69,404
User_AB7624,54.0,2634.12,404
User_AB6810,45.0,4935.2,404
User_AB2349,,4448.08,500
User_AB4182,34.0,4444.76,500
User_AB7188,61.0,1740.3,500
User_AB9007,50.0,2140.91,200
User_AB9720,25.0,1461.43,200
User_AB9789,44.0,1819.27,500
User_AB5724,59.0,955.73,404
User_AB6824,39.0,3236.94,404
User_AB2235,40.0,1779.91,200
User_AB6581,35.0,926.27,404
User_AB8664,49.0,1069.3,200
User_AB6127,40.0,108.38,200
User_AB7186,24.0,3877.49,500
User_AB9745,53.0,4923.5,404
User_AB3699,,2275.58,200
User_AB9533,,3263.18,500
User_AB6963,29.0,2241.44,404
User_AB9226,56.0,1393.81,200
User_AB3033,41.0,960.46,404
User_AB1301,35.0,1333.08,Error
User_AB1145,46.0,1357.41,404
User_AB7512,52.0,2271.83,200
User_AB4643,54.0,4435.9,500
User_AB6037,,689.92,200
,49.0,4284.16,404
User_AB6691,50.0,4143.89,200
User_AB7624,27.0,1675.75,404
User_AB2861,,2702.09,500
User_AB9548,25.0,4165.83,500
User_AB3500,58.0,2551.72,404
User_AB5587,,1961.09,404
User_AB8649,64.0,3273.68,404
User_AB7763,59.0,1096.05,404
User_AB4751,59.0,1347.95,500
User_AB6604,31.0,3271.48,200
User_AB6275,23.0,1808.55,404
User_AB2467,65.0,843.28,OK
User_AB1348,31.0,4137.48,404
User_AB5068,,1139.44,404
User_AB4311,35.0,2278.26,500
User_AB2632,60.0,1451.57,200
User_AB5605,42.0,4526.61,404
User_AB6979,37.0,766.39,404
User_AB7204,55.0,4616.82,404
User_AB1316,48.0,2014.33,OK
User_AB8363,28.0,2694.22,404
User_AB5836,,2033.61,404
User_AB8117,30.0,2213.12,500
User_AB5236,30.0,4725.2,500
User_AB3352,62.0,3740.11,500
User_AB5520,65.0,4834.06,200
User_AB2039,55.0,235.93,500
User_AB6916,63.0,4715.37,500
User_AB1940,,2547.02,404
User_AB9518,54.0,4132.04,Error
User_AB8302,59.0,4444.01,500
User_AB3794,40.0,860.78,OK
User_AB8542,53.0,3831.26,404
User_AB6102,25.0,4468.89,404
User_AB9369,,605.94,OK
User_AB7020,37.0,491.27,404
User_AB1957,56.0,3920.73,500
User_AB8984,63.0,3706.57,404
User_AB3975,27.0,392.44,404
User_AB9709,36.0,4376.61,404
,57.0,4151.85,500
User_AB6528,33.0,4526.64,200
User_AB3688,34.0,336.01,Pending
User_AB1723,32.0,1809.14,200
User_AB7871,35.0,3978.74,500
User_AB2965,44.0,3255.73,404
User_AB6631,48.0,1850.15,200
User_AB8068,45.0,1526.5,404
User_AB2663,61.0,4831.27,404
User_AB8265,23.0,3622.48,200
User_AB3810,40.0,4829.31,404
